,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
3801,2013 Maruti Wagon R LXI BS IV,₹ 2.70 Lakh,2013,998 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Petrol,67.04bhp,5.0,20.51 kmpl,Hatchback,Ahmedabad
3802,2012 Tata Indigo VX BSIV,₹ 1.50 Lakh,2012,1396 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,69bhp,5.0,25 kmpl,Sedan,Ahmedabad
3803,2018 Maruti Swift Dzire VXI 1.2 BS IV,₹ 6.50 Lakh,2018,1197 cc,Third Party insurance,Manual,"40,000 Kms",Second Owner,Petrol,81.80bhp,5.0,22 kmpl,Sedan,Ahmedabad
3804,2010 Hyundai i10 Sportz 1.2,₹ 1.88 Lakh,Jun 2010,1197 cc,Comprehensive,Manual,"87,197 Kms",Third Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Ahmedabad
3805,2022 Mahindra XUV300 W4 BSVI,₹ 7.94 Lakh,Jun 2022,1197 cc,Third Party,Manual,"22,162 Kms",First Owner,Petrol,108.62bhp,5.0,16.82 kmpl,SUV,Ahmedabad
3806,2022 Tata New Safari XZA Plus Gold AT,₹ 23.04 Lakh,Oct 2022,1956 cc,Zero Dep,Automatic,"20,386 Kms",First Owner,Diesel,167.67bhp,7.0,14.08 kmpl,SUV,Ahmedabad
3807,2020 Honda City ZX CVT,₹ 12.23 Lakh,Sept 2020,1498 cc,Comprehensive,Automatic,"20,984 Kms",First Owner,Petrol,119.35bhp,5.0,18.3 kmpl,Sedan,Ahmedabad
3808,2014 Maruti Wagon R VXI BS IV,₹ 3.54 Lakh,Sept 2014,998 cc,Comprehensive,Manual,"66,783 Kms",First Owner,Petrol,67.04bhp,5.0,20.51 kmpl,Hatchback,Ahmedabad
3809,2015 Hyundai i10 Magna 1.1L,₹ 3.51 Lakh,Oct 2015,1086 cc,Third Party,Manual,"31,170 Kms",First Owner,Petrol,68.05bhp,5.0,19.81 kmpl,Hatchback,Ahmedabad
3810,2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹ 4.91 Lakh,Nov 2017,1197 cc,Zero Dep,Manual,"54,748 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Ahmedabad
3811,2016 Honda Jazz 1.2 S i VTEC,₹ 4.43 Lakh,Jun 2016,1199 cc,Third Party,Manual,"58,730 Kms",First Owner,Petrol,88.7bhp,5.0,18.7 kmpl,Hatchback,Ahmedabad
3812,2017 Honda City i VTEC CVT VX,₹ 7.42 Lakh,Apr 2017,1497 cc,Comprehensive,Automatic,"62,802 Kms",First Owner,Petrol,117.3bhp,5.0,18 kmpl,Sedan,Ahmedabad
3813,2016 Hyundai Grand i10 Sportz,₹ 4.15 Lakh,Aug 2016,1197 cc,Third Party,Manual,"1,06,853 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Ahmedabad
3814,2014 Honda Brio S MT,₹ 3.91 Lakh,Apr 2014,1198 cc,Third Party,Manual,"75,029 Kms",Second Owner,Petrol,86.8bhp,5.0,19.4 kmpl,Hatchback,Ahmedabad
3815,2018 Maruti Ignis 1.2 AMT Alpha BSIV,₹ 6.29 Lakh,Apr 2018,1197 cc,Third Party insurance,Automatic,"36,124 Kms",First Owner,Petrol,81.80bhp,5.0,20.89 kmpl,Hatchback,Ahmedabad
3816,2014 Hyundai EON D Lite Plus,₹ 2 Lakh,2014,814 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Ahmedabad
3817,2014 Hyundai EON D Lite Plus,₹ 2 Lakh,2014,814 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Ahmedabad
3818,2009 Hyundai i10 Magna 1.2,₹ 1.60 Lakh,2009,1197 cc,Third Party insurance,Manual,"1,20,000 Kms",Fifth Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Ahmedabad
3819,2020 Kia Seltos HTX IVT G,₹ 13 Lakh,2020,1497 cc,Third Party insurance,Automatic,"40,000 Kms",First Owner,Petrol,113.42bhp,5.0,16.8 kmpl,SUV,Ahmedabad
3820,2013 Hyundai Accent Executive CNG,₹ 1.75 Lakh,2013,1495 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,CNG,93.7bhp,5.0,13.2 kmpl,Sedan,Ahmedabad
3821,2022 Maruti Baleno Alpha,₹ 8.25 Lakh,2022,1197 cc,Third Party insurance,Manual,"30,000 Kms",Second Owner,Petrol,81.80bhp,5.0,21.01 kmpl,Hatchback,Ahmedabad
3822,2022 Skoda Kushaq 1.0 TSI Style BSVI,₹ 15 Lakh,2022,999 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,113.98bhp,5.0,19.2 kmpl,SUV,Ahmedabad
3823,2021 Hyundai Grand i10 Nios Sportz,₹ 6.80 Lakh,2021,1197 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,81.86bhp,5.0,20.7 kmpl,Hatchback,Ahmedabad
3824,2016 Ford Ecosport 1.5 TDCi Titanium Plus BSIV,₹ 6.05 Lakh,Jun 2016,1498 cc,Third Party,Manual,"81,980 Kms",First Owner,Diesel,98.59bhp,5.0,22.77 kmpl,SUV,Ahmedabad
3825,2019 Maruti Eeco 5 Seater AC BSIV,₹ 4.73 Lakh,Oct 2019,1196 cc,Third Party insurance,Manual,"30,023 Kms",First Owner,Petrol,73bhp,5.0,15.37 kmpl,Minivans,Ahmedabad
3826,2017 Maruti Celerio ZXI AT,₹ 4.03 Lakh,Jun 2017,998 cc,Third Party,Automatic,"96,350 Kms",Second Owner,Petrol,67.04bhp,5.0,23.1 kmpl,Hatchback,Ahmedabad
3827,2022 Maruti Celerio ZXI Plus,₹ 6.22 Lakh,Nov 2022,998 cc,Comprehensive,Manual,"4,882 Kms",First Owner,Petrol,65.71bhp,5.0,24.97 kmpl,Hatchback,Ahmedabad
3828,2020 Kia Seltos HTX G,₹ 8.60 Lakh,Jun 2020,1497 cc,Third Party,Manual,"95,978 Kms",Second Owner,Petrol,113.43bhp,5.0,16.8 kmpl,SUV,Ahmedabad
3829,2012 Maruti Wagon R LXI CNG,₹ 3.23 Lakh,Nov 2012,998 cc,Third Party,Manual,"87,844 Kms",First Owner,CNG,58.2bhp,5.0,26.2 kmpl,Hatchback,Ahmedabad
3830,2018 Maruti Swift Dzire VDI,₹ 6.14 Lakh,Apr 2018,1248 cc,Comprehensive,Manual,"97,025 Kms",Second Owner,Diesel,74.02bhp,5.0,28.4 kmpl,Sedan,Ahmedabad
3831,2020 Maruti Swift VXI,₹ 5.92 Lakh,Feb 2020,1197 cc,Zero Dep,Manual,"54,364 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Ahmedabad
3832,2019 Hyundai i20 Sportz Plus BSIV,₹ 6.54 Lakh,Aug 2019,1197 cc,Zero Dep,Manual,"87,935 Kms",First Owner,Petrol,81.86bhp,5.0,18.6 kmpl,Hatchback,Ahmedabad
3833,2017 Honda WR-V i-VTEC VX,₹ 6.54 Lakh,Jul 2017,1199 cc,Zero Dep,Manual,"86,605 Kms",First Owner,Petrol,88.7bhp,5.0,17.5 kmpl,SUV,Ahmedabad
3834,2016 Honda Amaze S i-Vtech,₹ 4.45 Lakh,Jun 2016,1198 cc,Third Party,Manual,"1,04,681 Kms",First Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Ahmedabad
3835,2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹ 5.20 Lakh,Jul 2019,1197 cc,Comprehensive,Manual,"56,846 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Ahmedabad
3836,2011 Maruti Swift VDI,₹ 3.10 Lakh,2011,1248 cc,Third Party insurance,Manual,"90,000 Kms",Third Owner,Diesel,74bhp,5.0,22.9 kmpl,Hatchback,Ahmedabad
3837,2018 Maruti Baleno 1.2 Delta,₹ 4.80 Lakh,2018,1197 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Ahmedabad
3838,2017 Toyota Etios 1.4 GXD,₹ 5.95 Lakh,2017,1364 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,67.05bhp,5.0,23.59 kmpl,Sedan,Ahmedabad
3839,2011 Honda City 1.5 S MT,₹ 3.10 Lakh,2011,1497 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Petrol,"118PS at 6,600 rpm",5.0,17 kmpl,Sedan,Ahmedabad
3840,2018 Mahindra TUV 300 mHAWK100 T8,₹ 7.20 Lakh,2018,1493 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Diesel,100bhp,7.0,18.49 kmpl,SUV,Ahmedabad
3841,2012 Tata Manza Club Class Quadrajet90 LS,₹ 1.50 Lakh,2012,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,88.8bhp,5.0,21.02 kmpl,Sedan,Ahmedabad
3842,2014 Maruti Swift VVT VXI,₹ 3.80 Lakh,2014,1197 cc,Third Party insurance,Manual,"30,000 Kms",Second Owner,Petrol,81.80bhp,5.0,22 kmpl,Hatchback,Ahmedabad
3843,2013 Mahindra Ssangyong Rexton RX7,₹ 5.65 Lakh,2013,2696 cc,Third Party insurance,Automatic,"1,10,000 Kms",Third Owner,Diesel,184bhp,7.0,11.18 kmpl,SUV,Ahmedabad
3844,2020 Maruti Wagon R VXI,₹ 4.96 Lakh,Jul 2020,998 cc,Third Party,Manual,"21,533 Kms",First Owner,Petrol,67.05bhp,5.0,21.79 kmpl,Hatchback,Ahmedabad
3845,2020 Maruti Wagon R VXI AMT Opt 1.2,₹ 5.87 Lakh,Jun 2020,1197 cc,Third Party,Automatic,"11,124 Kms",First Owner,Petrol,81.80bhp,5.0,20.52 kmpl,Hatchback,Ahmedabad
3846,2019 Hyundai Xcent 1.2 VTVT S AT,₹ 6.72 Lakh,Jun 2019,1197 cc,Zero Dep,Automatic,"37,610 Kms",First Owner,Petrol,81.86bhp,5.0,17.36 kmpl,Sedan,Ahmedabad
3847,2018 Hyundai EON Era Plus,₹ 3.10 Lakh,Jun 2018,814 cc,Third Party,Manual,"78,450 Kms",Second Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Ahmedabad
3848,2022 Mahindra XUV700 AX7 AT Luxury Pack BSVI,₹ 23.55 Lakh,Jun 2022,1999 cc,Third Party,Automatic,"6,671 Kms",First Owner,Petrol,197.13bhp,7.0,,SUV,Ahmedabad
3849,2018 Maruti Baleno 1.2 CVT Delta,₹ 5.95 Lakh,Jun 2018,1197 cc,Third Party,Automatic,"65,008 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Ahmedabad
3850,2013 Nissan Micra Active XL Petrol,₹ 2.57 Lakh,Jun 2013,1198 cc,Third Party,Manual,"34,301 Kms",First Owner,Petrol,67.04bhp,5.0,19.49 kmpl,Hatchback,Ahmedabad
3851,2017 Jeep Compass 1.4 Limited,₹ 10.04 Lakh,Jun 2017,1368 cc,Third Party,Automatic,"75,451 Kms",Second Owner,Petrol,160bhp,5.0,16 kmpl,SUV,Ahmedabad
3852,2018 Tata Tigor 1.2 Revotron XZ,₹ 4.84 Lakh,Oct 2018,1199 cc,Comprehensive,Manual,"87,012 Kms",First Owner,Petrol,84bhp,5.0,20.3 kmpl,Sedan,Ahmedabad
3853,2015 Hyundai i20 Sportz 1.2,₹ 5.08 Lakh,Jun 2015,1197 cc,Third Party,Manual,"1,03,384 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Ahmedabad
3854,2018 Hyundai EON Era Plus,₹ 3.17 Lakh,Apr 2018,814 cc,Zero Dep,Manual,"63,608 Kms",First Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Ahmedabad
3855,2020 Maruti Vitara Brezza ZXI Plus AT,₹ 9.81 Lakh,Feb 2021,1462 cc,Third Party,Automatic,"46,560 Kms",First Owner,Petrol,103.26bhp,5.0,18.76 kmpl,SUV,Ahmedabad
3856,2004 Maruti 800 AC,"₹ 35,000",2004,796 cc,Third Party insurance,Manual,"60,000 Kms",Fourth Owner,Petrol,37bhp,4.0,16.1 kmpl,Hatchback,Ahmedabad
3857,2013 Mahindra XUV500 W6 2WD,₹ 4.20 Lakh,2013,2179 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Ahmedabad
3858,2015 Maruti Wagon R VXI BS IV,₹ 2.80 Lakh,2015,998 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Petrol,67.04bhp,5.0,20.51 kmpl,Hatchback,Ahmedabad
3859,2014 Maruti Wagon R LXI BS IV,₹ 2.60 Lakh,2014,998 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Petrol,67.04bhp,5.0,20.51 kmpl,Hatchback,Ahmedabad
3860,2013 Hyundai EON D Lite Plus,₹ 2.30 Lakh,2013,814 cc,Third Party insurance,Manual,"1,00,000 Kms",Third Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Ahmedabad
3861,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,₹ 7.95 Lakh,2018,1248 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,88.5bhp,5.0,25.1 kmpl,SUV,Ahmedabad
3862,2011 Maruti Zen Estilo LXI,₹ 1.30 Lakh,2011,998 cc,Third Party insurance,Manual,"1,10,000 Kms",Second Owner,Petrol,67.1bhp,5.0,19 kmpl,Hatchback,Ahmedabad
3863,2010 Hyundai Santro Xing GLS CNG,₹ 1.75 Lakh,2010,1086 cc,Third Party insurance,Manual,"1,20,000 Kms",Fourth Owner,CNG,62.1bhp,5.0,11.88 kmpl,Hatchback,Ahmedabad
3864,2018 Maruti Ignis 1.2 Delta BSIV,₹ 4.64 Lakh,Jan 2019,1197 cc,Comprehensive,Manual,"40,244 Kms",First Owner,Petrol,81.80bhp,5.0,20.89 kmpl,Hatchback,Ahmedabad
3865,2016 Maruti Eeco 5 Seater AC BSIV,₹ 4.24 Lakh,Nov 2016,1196 cc,Zero Dep,Manual,"24,233 Kms",First Owner,Petrol,73bhp,5.0,15.37 kmpl,Minivans,Ahmedabad
3866,2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,₹ 5.25 Lakh,Sept 2017,1197 cc,Comprehensive,Automatic,"81,811 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Ahmedabad
3867,2016 Hyundai EON D Lite Plus,₹ 2.84 Lakh,Jan 2017,814 cc,Third Party insurance,Manual,"76,516 Kms",First Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Ahmedabad
3868,2019 Maruti Baleno 1.2 Delta,₹ 6.50 Lakh,Nov 2019,1197 cc,Zero Dep,Manual,"15,650 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Ahmedabad
3869,2017 Hyundai Grand i10 1.2 Kappa Era,₹ 4.38 Lakh,Jan 2018,1197 cc,Zero Dep,Manual,"61,072 Kms",First Owner,Petrol,81.86bhp,5.0,17 kmpl,Hatchback,Ahmedabad
3870,2014 Hyundai i20 Asta 1.2,₹ 5.46 Lakh,Sept 2014,1197 cc,Third Party,Manual,"1,07,493 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Ahmedabad
3871,2021 MG Hector Sharp Diesel MT BSIV,₹ 15.91 Lakh,Mar 2021,1956 cc,Third Party,Manual,"85,590 Kms",First Owner,Diesel,167.68bhp,5.0,17.41 kmpl,SUV,Ahmedabad
3872,2015 Honda City i VTEC V,₹ 5.86 Lakh,Jan 2015,1497 cc,Zero Dep,Manual,"1,02,761 Kms",First Owner,Petrol,117.3bhp,5.0,17.4 kmpl,Sedan,Ahmedabad
3873,2019 Tata Tiago XZA Plus,₹ 5.61 Lakh,Jan 2020,1199 cc,Third Party insurance,Automatic,"54,865 Kms",First Owner,Petrol,83.83bhp,5.0,23.84 kmpl,Hatchback,Ahmedabad
3874,2013 Maruti Swift VDI,₹ 4.10 Lakh,Oct 2013,1248 cc,Comprehensive,Manual,"80,714 Kms",First Owner,Diesel,74bhp,5.0,22.9 kmpl,Hatchback,Ahmedabad
3875,2018 Hyundai Creta 1.6 SX Diesel,₹ 9.68 Lakh,Apr 2018,1582 cc,Comprehensive,Manual,"1,21,406 Kms",First Owner,Diesel,126.2bhp,5.0,20.5 kmpl,SUV,Ahmedabad
3876,2010 Hyundai i20 1.2 Magna,₹ 2.60 Lakh,2010,1197 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Petrol,80 PS at 5200 rpm,5.0,18.5 kmpl,Hatchback,Ahmedabad
3877,2021 Hyundai Creta E Diesel BSVI,₹ 11.21 Lakh,2021,1493 cc,Third Party insurance,Manual,"50,000 Kms",Second Owner,Diesel,113.98bhp,5.0,,SUV,Ahmedabad
3878,2021 Hyundai Creta E BSVI,₹ 11.21 Lakh,2021,1497 cc,Third Party insurance,Manual,"50,000 Kms",Second Owner,Petrol,113.18bhp,5.0,,SUV,Ahmedabad
3879,2012 Maruti Zen Estilo LX BSIV,₹ 2 Lakh,2012,998 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,67.1bhp,5.0,19 kmpl,Hatchback,Ahmedabad
3880,2013 Chevrolet Beat Diesel,₹ 1.40 Lakh,2013,936 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Diesel,57.6bhp,5.0,25.44 kmpl,Hatchback,Ahmedabad
3881,2021 Nissan Magnite XV BSVI,₹ 6.51 Lakh,2021,999 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,71.02bhp,5.0,18.75 kmpl,SUV,Ahmedabad
3882,2021 Nissan Magnite XV BSVI,₹ 6.50 Lakh,2021,999 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,71.02bhp,5.0,18.75 kmpl,SUV,Ahmedabad
3883,2021 Maruti Eeco Cargo STD CNG AC 2021-2022,₹ 5.55 Lakh,2021,1196 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,CNG,61.68bhp,2.0,26.55 km/kg,Cars,Ahmedabad
3884,2011 Hyundai i20 1.2 Magna,₹ 2.50 Lakh,May 2011,1197 cc,Comprehensive,Manual,"1,23,488 Kms",Second Owner,Petrol,80 PS at 5200 rpm,5.0,18.5 kmpl,Hatchback,Ahmedabad
3885,2016 Hyundai Xcent 1.2 Kappa S Celebration Edition,₹ 5.88 Lakh,Nov 2016,1197 cc,Zero Dep,Manual,"36,225 Kms",First Owner,Petrol,82bhp,5.0,19.1 kmpl,Sedan,Ahmedabad
3886,2017 Mahindra KUV 100 mFALCON G80 K4,₹ 3.71 Lakh,Apr 2017,1198 cc,Third Party insurance,Manual,"49,453 Kms",First Owner,Petrol,82bhp,6.0,18.15 kmpl,SUV,Ahmedabad
3887,2014 Hyundai i10 Magna 1.1L,₹ 3.51 Lakh,Jan 2015,1086 cc,Comprehensive,Manual,"33,048 Kms",First Owner,Petrol,68.05bhp,5.0,19.81 kmpl,Hatchback,Ahmedabad
3888,2020 Tata Tiago XZ Plus,₹ 6.02 Lakh,Jul 2020,1199 cc,Third Party insurance,Manual,"23,159 Kms",First Owner,Petrol,83.83bhp,5.0,23.84 kmpl,Hatchback,Ahmedabad
3889,2021 Tata Altroz XM plus BSVI,₹ 7.13 Lakh,Jul 2021,1199 cc,Third Party,Manual,"23,436 Kms",First Owner,Petrol,86.83bhp,5.0,19.33 kmpl,Hatchback,Ahmedabad
3890,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹ 4.67 Lakh,May 2017,1197 cc,Third Party insurance,Manual,"47,108 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Ahmedabad
3891,2018 Maruti Ignis 1.2 Sigma BSIV,₹ 4.42 Lakh,Dec 2018,1197 cc,Comprehensive,Manual,"60,373 Kms",First Owner,Petrol,81.80bhp,5.0,20.89 kmpl,Hatchback,Ahmedabad
3892,2014 Maruti Swift Dzire VDI,₹ 4.67 Lakh,Mar 2015,1248 cc,Third Party,Manual,"85,437 Kms",First Owner,Diesel,74bhp,5.0,23.4 kmpl,Sedan,Ahmedabad
3893,2013 Honda Brio VX AT,₹ 3.58 Lakh,Sept 2013,1198 cc,Comprehensive,Automatic,"94,297 Kms",First Owner,Petrol,86.8bhp,5.0,16.5 kmpl,Hatchback,Ahmedabad
3894,2019 Kia Seltos GTK,₹ 10.42 Lakh,Jun 2019,1353 cc,Third Party,Manual,"76,950 Kms",First Owner,Petrol,138bhp,5.0,16.1 kmpl,SUV,Ahmedabad
3895,2018 Mahindra XUV500 AT W10 FWD,₹ 9.70 Lakh,2018,2179 cc,Third Party insurance,Automatic,"70,000 Kms",Second Owner,Diesel,140bhp,7.0,16 kmpl,SUV,Ahmedabad
3896,2022 Toyota Urban cruiser High,₹ 10.21 Lakh,2022,1462 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,103.26bhp,5.0,17.03 kmpl,SUV,Ahmedabad
3897,2021 Honda Amaze S BSVI,₹ 7 Lakh,2021,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,88.50bhp,5.0,18.6 kmpl,Sedan,Ahmedabad
3898,2021 Honda Amaze S BSVI,₹ 7 Lakh,2021,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,88.50bhp,5.0,18.6 kmpl,Sedan,Ahmedabad
3899,2013 Honda Brio S MT,₹ 2.50 Lakh,2013,1198 cc,Third Party insurance,Manual,"70,000 Kms",Fourth Owner,Petrol,86.8bhp,5.0,19.4 kmpl,Hatchback,Ahmedabad
3900,2011 Maruti Wagon R LXI CNG,₹ 2.05 Lakh,2011,998 cc,Third Party insurance,Manual,"50,000 Kms",Second Owner,CNG,58.2bhp,5.0,26.2 kmpl,Hatchback,Ahmedabad
3901,2011 Maruti Alto LXi,₹ 1.80 Lakh,2011,796 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,46.3bhp,5.0,19.7 kmpl,Hatchback,Ahmedabad
3902,2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹ 4.47 Lakh,Sept 2017,1197 cc,Comprehensive,Manual,"98,895 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Ahmedabad
3903,2013 Volkswagen Vento Petrol Highline,₹ 3.65 Lakh,Jun 2013,1598 cc,Comprehensive,Manual,"89,797 Kms",Second Owner,Petrol,103.6bhp,5.0,15.04 kmpl,Sedan,Ahmedabad
3904,2018 Hyundai i20 1.4 Asta Option,₹ 7.30 Lakh,Jul 2019,1396 cc,Third Party,Manual,"78,064 Kms",Second Owner,Diesel,88.73bhp,5.0,22.54 kmpl,Hatchback,Ahmedabad
3905,2022 Hyundai Venue SX Plus Turbo DCT,₹ 11.92 Lakh,Jun 2022,998 cc,Comprehensive,Automatic,"19,880 Kms",First Owner,Petrol,118.35bhp,5.0,18.15 kmpl,SUV,Ahmedabad
3906,2019 Jeep Compass Trailhawk,₹ 16.95 Lakh,Jun 2019,1956 cc,Third Party,Manual,"84,114 Kms",First Owner,Diesel,170bhp,5.0,16.3 kmpl,SUV,Ahmedabad
3907,2013 Hyundai i10 Magna 1.1L,₹ 3.06 Lakh,Jun 2013,1086 cc,Third Party,Manual,"64,268 Kms",Second Owner,Petrol,68.05bhp,5.0,19.81 kmpl,Hatchback,Ahmedabad
3908,2018 Hyundai Creta 1.6 VTVT SX Plus,₹ 10.10 Lakh,Jun 2018,1591 cc,Third Party,Manual,"1,05,133 Kms",First Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Ahmedabad
3909,2019 Maruti Alto 800 LXI,₹ 3.17 Lakh,Jun 2019,796 cc,Third Party,Manual,"68,106 Kms",First Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Ahmedabad
3910,2022 Tata Altroz XT Diesel BSVI,₹ 9.11 Lakh,Jun 2022,1497 cc,Third Party,Manual,"15,857 Kms",First Owner,Diesel,88.77bhp,5.0,23.64 kmpl,Hatchback,Ahmedabad
3911,2020 Hyundai Aura SX Option,₹ 6.98 Lakh,Jun 2020,1197 cc,Comprehensive,Manual,"30,109 Kms",First Owner,Petrol,81.86bhp,5.0,20.5 kmpl,Sedan,Ahmedabad
3912,2010 Maruti Zen Estilo VXI BSIV,₹ 1.50 Lakh,May 2010,998 cc,Third Party,Manual,"82,224 Kms",First Owner,Petrol,67.1bhp,5.0,19 kmpl,Hatchback,Ahmedabad
3913,2013 Tata Nano CX SE,"₹ 80,000",2013,624 cc,Third Party insurance,Manual,"40,000 Kms",Third Owner,Petrol,37.5bhp,4.0,25.4 kmpl,Hatchback,Ahmedabad
3914,2017 Tata Zest Revotron 1.2T XE,₹ 3.50 Lakh,2017,1193 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Petrol,88.7bhp,5.0,17.57 kmpl,Sedan,Ahmedabad
3915,2022 Nissan Magnite XV BSVI,₹ 8 Lakh,2022,999 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,71.02bhp,5.0,18.75 kmpl,SUV,Ahmedabad
3916,2022 Tata Nexon XZ Plus P Dark Edition,₹ 13.22 Lakh,2022,1199 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,118.36bhp,5.0,17.57 kmpl,SUV,Ahmedabad
3917,2013 Audi A4 2.0 TDI,₹ 7.50 Lakh,2013,1968 cc,Third Party insurance,Automatic,"1,00,000 Kms",Third Owner,Diesel,147.51bhp,5.0,16.55 kmpl,Sedan,Ahmedabad
3918,2018 Datsun GO T Petrol,₹ 2.80 Lakh,2018,1198 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,67bhp,5.0,19.83 kmpl,Hatchback,Ahmedabad
3919,2019 Maruti Wagon R ZXI 1.2,₹ 5 Lakh,2019,1197 cc,Third Party insurance,Manual,"30,000 Kms",Second Owner,Petrol,81.80bhp,5.0,20.52 kmpl,Hatchback,Ahmedabad
3920,2017 Jeep Compass 2.0 Longitude BSIV,₹ 9 Lakh,2017,1956 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,170bhp,5.0,17.1 kmpl,SUV,Ahmedabad
3921,2021 Mahindra XUV300 W6 Diesel BSVI,₹ 9.79 Lakh,Jun 2021,1497 cc,Third Party,Manual,"36,024 Kms",First Owner,Diesel,115bhp,5.0,20 kmpl,SUV,Ahmedabad
3922,2021 Tata Altroz XZ Plus Dark Edition BSVI,₹ 8.44 Lakh,Jun 2021,1199 cc,Third Party,Manual,"30,023 Kms",First Owner,Petrol,86.83bhp,5.0,19.33 kmpl,Hatchback,Ahmedabad
3923,2021 Maruti Swift VXI,₹ 6.91 Lakh,Aug 2021,1197 cc,Comprehensive,Manual,"15,800 Kms",First Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Ahmedabad
3924,2022 Toyota Urban cruiser Premium AT,₹ 11.46 Lakh,Jun 2022,1462 cc,Third Party,Automatic,"23,865 Kms",First Owner,Petrol,103.26bhp,5.0,18.76 kmpl,SUV,Ahmedabad
3925,2017 Maruti Swift Dzire AMT ZDI,₹ 5.86 Lakh,Jun 2017,1248 cc,Comprehensive,Automatic,"86,739 Kms",Second Owner,Diesel,74.02bhp,5.0,28.4 kmpl,Sedan,Ahmedabad
